,dim1,dim2,dim3,label
1361,13.585214,11.885024,-18.533606,2
1362,7.8454695,-6.826871,18.466917,8
1363,-19.812498,26.251719,-12.288641,0
1364,-1.7779466,-14.35284,16.506773,9
1365,19.021027,-4.233637,-8.516198,1
1366,-27.796171,-0.5052185,-12.740177,6
1367,-13.846414,21.181614,-9.421602,0
1368,-19.382977,29.435286,0.3304212,0
1369,20.480652,-2.1353219,-6.673246,1
1370,-4.4877725,-17.171362,16.326853,9
1371,-12.992479,21.353374,-9.206209,0
1372,-20.393335,26.478268,5.364364,0
1373,-13.394104,-25.570803,-11.40548,4
1374,19.880846,8.51533,-10.91621,2
1375,20.33449,-9.583362,-4.8054447,1
1376,-15.908457,-18.34966,19.813227,7
1377,-2.4169254,24.836536,-5.1444755,0
1378,7.2588253,12.791231,30.758062,3
1379,-14.671718,-21.169813,-12.737333,4
1380,-28.06092,-16.671854,2.164254,4
1381,11.79671,-26.923649,-0.24605946,7
1382,-14.161277,-1.6887598,9.656739,5
1383,-3.239801,-16.670292,-3.3846285,9
1384,14.912989,5.5984063,10.583429,8
1385,7.4939013,14.362937,-10.11381,2
1386,-24.467554,24.960085,3.979375,0
1387,-2.3840516,24.911884,-5.1120877,0
1388,5.1149397,0.9349045,10.115262,8
1389,-7.999043,4.912613,-24.002836,6
1390,18.959501,7.1718926,-8.092933,2
1391,6.187483,14.965129,-10.511343,2
1392,19.620792,-28.996977,3.8045702,7
1393,-9.649179,6.290985,-21.556366,6
1394,24.010761,-4.8525333,11.7753935,1
1395,15.258655,18.377798,-12.413906,2
1396,-5.8150597,-17.501123,-0.668962,9
1397,15.293211,18.23821,-12.271489,2
1398,2.373156,5.499943,-22.050068,6
1399,-3.8287246,-13.335349,6.259492,9
1400,10.52989,-26.63226,3.5722928,7
1401,-5.2210507,-13.523994,7.6500487,9
1402,-14.757027,-4.516457,4.3356333,5
1403,-13.003966,28.432491,-10.255161,0
1404,-8.791976,0.10694724,-28.71701,8
1405,19.031998,-6.328174,-11.981799,1
1406,-12.128394,-0.80987287,8.115306,5
1407,-0.6450794,20.195911,-16.547651,2
1408,-25.619629,-21.582785,-9.254412,4
1409,0.2403455,19.108904,18.470425,3
1410,-4.594801,-10.91488,-7.89783,9
1411,-4.804882,-20.741852,-18.771025,4
1412,2.059587,-22.823275,4.0139074,7
1413,-5.46162,6.8190536,0.14537445,5
1414,-25.324118,5.3756647,-11.736044,6
1415,-7.746463,5.889067,-28.212994,6
1416,1.1584108,-31.207598,17.437658,7
1417,9.228663,-31.57949,-0.8515891,7
1418,-13.096636,-0.48057476,-20.696274,6
1419,14.469024,2.8305776,0.7112299,8
1420,-11.792977,5.2754593,24.020548,5
1421,3.7070792,-15.13998,-13.093431,9
1422,17.675404,-27.69478,3.9133818,7
1423,-9.312961,27.106447,-12.80141,0
1424,-27.3614,-1.7275242,-13.738678,6
1425,20.36826,-4.209591,-18.606838,1
1426,-6.401605,-22.271889,1.4022013,9
1427,0.21952663,18.702816,-18.141935,2
1428,-3.2922235,12.809361,25.548244,3
1429,6.968112,15.083681,15.248692,3
1430,-9.310687,-0.54786116,0.27392864,5
1431,-18.351131,-18.515184,-18.459675,4
1432,-2.7590694,10.3172,16.150053,3
1433,-1.0010986,6.225763,-3.4743533,5
1434,11.811196,-5.761678,10.621409,8
1435,-5.290826,8.319775,-29.057835,6
1436,12.62586,14.483064,23.291798,3
1437,15.873069,-33.10334,-2.1640658,7
1438,22.445032,18.058657,2.9356449,2
1439,10.310344,1.2641594,-4.5026417,8
1440,-30.206408,-15.429033,-0.8204465,4
1441,5.6404095,-15.522911,-12.191578,9
1442,-9.040935,6.181849,-3.4717312,5
1443,-11.07214,29.015629,-10.280808,0
1444,11.2613125,28.69619,-9.076248,2
1445,23.114874,-11.686682,-6.4961953,1
1446,-19.975674,-21.935081,0.60660243,4
1447,0.6643824,17.796965,-19.229588,2
1448,-31.901735,-15.361264,-1.2040931,4
1449,-1.8100437,12.169289,14.769196,3
1450,26.652588,0.25834814,10.902689,1
1451,16.095276,-29.054947,-6.8212066,7
1452,23.742794,-0.46714827,22.21589,1
1453,9.921781,-0.3102725,-5.026003,8
1454,-11.504317,18.076218,6.302914,0
1455,5.7409544,-11.927525,-15.399152,9
1456,-12.658015,2.6124165,-23.571102,6
1457,10.080716,-2.3945413,-2.1447842,8
1458,32.73943,1.8360963,-0.8366508,1
1459,3.6310763,-10.826627,-13.912082,9
1460,-28.656883,-15.489505,0.79032695,4
1461,-6.2870483,-22.367949,-19.120966,4
1462,-9.444042,-10.865267,9.40896,9
1463,21.05147,-12.59688,-11.544186,1
1464,13.980291,0.2573477,10.648285,8
1465,5.827585,-11.459284,-12.926116,9
1466,-27.188046,-0.5420533,-11.358992,6
1467,-4.12416,9.625785,-1.9452884,5
1468,-15.87711,5.782872,3.7652824,5
1469,3.172427,16.355602,10.52826,3
1470,5.0689387,21.611416,23.73823,3
1471,-11.837541,28.843327,-7.123609,0
1472,24.617617,1.596514,15.454265,1
1473,-4.3625407,-23.230085,-17.921677,4
1474,2.9443738,13.020313,25.833738,3
1475,9.72172,-0.7215324,-4.347299,8
1476,10.948647,19.646236,17.465902,3
1477,-3.6112957,-21.79814,-19.381954,4
1478,5.5633273,24.160566,-13.025978,2
1479,-12.342637,27.699337,-9.518102,0
1480,6.728747,-36.854492,5.1189227,7
1481,-2.7559624,3.0163155,-6.4196124,5
1482,-15.451717,7.728078,8.180006,5
1483,25.199326,-1.9277254,-14.717866,1
1484,3.806277,-1.7362398,10.564258,8
1485,-5.5624423,6.794861,-0.1698008,5
1486,1.6835642,25.092272,19.964333,3
1487,-13.256157,-18.457148,-23.010069,4
1488,-22.470324,-0.67093533,-12.779397,6
1489,-14.308571,22.296988,-12.200693,0
1490,-16.183832,3.5094423,12.274007,5
1491,13.480942,-21.728918,-4.7209597,7
1492,15.657872,14.954378,-8.435919,2
1493,-12.961566,2.5596175,-26.168375,6
1494,-26.168877,-0.68562907,-11.063584,6
1495,-12.452143,21.283272,-10.270576,0
1496,26.038965,-12.860147,-7.138024,1
1497,17.038773,-5.1449795,-10.671453,1
1498,-18.77237,-25.187412,0.7455177,4
1499,11.581968,-25.384039,-6.704356,7
1500,1.4396826,-20.115635,-5.6708927,9
1501,-12.615356,24.834925,-11.1231165,0
1502,-15.461319,17.666544,2.9991202,0
1503,-6.2155433,7.5819383,-27.473148,6
1504,-21.418839,-0.19258592,-10.492606,6
1505,7.8640723,-0.5823934,-5.515444,8
1506,-3.3626585,-2.0822866,-22.705767,6
1507,3.2396445,-9.901112,-12.345554,9
1508,-19.815905,-14.8598385,-5.736804,4
1509,-2.9069831,9.714348,1.8450649,5
1510,8.180109,19.570396,-6.266013,2
1511,-6.5664377,-22.394117,-19.36213,4
1512,16.957901,-0.49589574,12.490939,0
1513,12.65438,-29.818521,-5.7183967,7
1514,-11.771005,1.6598822,10.01443,5
1515,-4.767568,7.9732122,-28.426216,6
1516,-16.25551,10.258706,8.903783,5
1517,-11.776873,25.533571,-8.726489,0
1518,-17.199528,-16.409094,19.096931,9
1519,11.676411,1.8826797,-2.7632344,8
1520,-14.549216,-3.0410097,-13.914006,6
1521,19.868385,-11.642661,-13.719344,1
1522,-19.583935,-11.988703,19.263712,9
1523,14.280695,-25.59305,-7.7884717,7
1524,-18.886528,5.5495815,5.4869285,5
1525,10.946711,-25.668558,-7.1902385,7
1526,-12.257231,0.30143088,22.061768,5
1527,17.177313,-5.4851623,-17.100723,1
1528,21.37295,-4.216019,9.608918,1
1529,3.3548152,23.204203,5.218253,3
1530,-23.614338,21.022718,-1.4528548,0
1531,11.383429,11.575512,-18.587927,2
1532,-23.052229,20.56919,6.180053,0
1533,5.540385,15.684789,10.012423,3
1534,0.55903137,-6.4253273,18.007229,8
1535,10.320464,-0.7226482,-15.238135,1
1536,-17.731922,10.711775,-12.6507435,6
1537,-6.69948,-22.155024,-19.305788,4
1538,-21.79858,3.7418847,-7.1563106,6
1539,0.5167507,18.304068,-17.985994,2
1540,-12.369305,-5.871772,-19.170586,6
1541,-6.0665784,-22.132708,-19.327618,4
1542,10.044281,-6.3193007,5.8049536,8
1543,11.528883,-3.0732048,-1.2645017,8
1544,28.203165,-1.4523257,20.2435,1
1545,-4.43967,-23.214386,-17.77696,4
1546,-22.490059,-16.492802,-4.2148495,4
1547,14.468313,-22.020624,-5.9964685,7
1548,26.78997,-2.9732063,16.87344,1
1549,-1.641369,18.18783,-18.357162,2
1550,24.335531,21.130358,-1.6784645,2
1551,3.1678386,19.835983,9.129578,3
1552,-9.939585,-23.91644,7.3194613,9
1553,-5.552526,1.0665547,-28.252195,6
1554,17.99611,-1.7186477,17.601698,4
1555,3.496007,-14.482132,-10.550791,9
1556,-14.3909235,3.7235262,11.629218,5
1557,-3.0554612,7.265385,-26.695997,6
1558,7.5477757,23.816433,-5.8697248,2
1559,3.214603,23.337769,8.524669,3
1560,-14.09121,-14.272188,10.282165,9
1561,0.45628294,18.755192,-18.46061,2
1562,-16.482508,2.0625973,-10.799814,6
1563,0.41294402,18.79005,-18.140614,2
1564,13.485522,-22.075487,9.635894,7
1565,-9.655416,-17.980015,-20.262295,4
1566,6.835025,10.52022,16.836931,3
1567,-8.941596,9.501026,-21.655222,6
1568,-18.839857,-15.227806,-1.205144,4
1569,4.503976,-11.20163,-14.083601,9
1570,20.223871,-24.439806,0.6042412,7
1571,-12.542819,24.956156,-11.653616,0
1572,22.536507,10.427623,-2.435669,2
1573,11.346502,11.703176,-18.626207,2
1574,-5.4956985,-7.5386195,3.2702193,9
1575,-3.442749,6.85134,-0.5551862,5
1576,-22.238997,-24.007126,0.685668,4
1577,-5.9057097,8.360512,1.6622113,5
1578,-8.280266,21.418203,5.301592,0
1579,19.142233,-8.625411,-13.844224,1
1580,-16.399076,-8.700652,-2.2545676,4
1581,1.0965719,10.064931,21.00754,3
1582,-12.085661,-6.3643084,-18.241453,6
1583,-1.3612634,18.97464,18.671383,3
1584,4.724138,22.80026,-13.550866,2
1585,4.439034,-15.999733,-12.177675,9
1586,12.727969,-13.210476,4.675714,7
1587,-3.6295497,10.283463,2.260375,5
1588,4.962882,8.934889,27.283257,3
1589,10.046761,-29.865181,-9.837304,7
1590,-24.503763,21.296595,-2.0331318,0
1591,6.002694,-9.34973,-10.832231,9
1592,-13.806479,8.1050415,9.71867,5
1593,9.593339,1.2493362,-4.9976916,8
1594,3.225807,27.579422,17.829313,3
1595,0.83019036,18.437641,-18.24157,2
1596,-22.63143,16.525877,2.3471544,0
1597,13.738614,-7.246953,-16.172428,1
1598,5.9946823,9.471973,0.4300268,8
1599,5.992676,17.34209,13.956224,3
1600,-5.3274064,22.0151,5.7618737,0
1601,16.03059,-4.310072,-15.846845,1
1602,20.24851,13.642936,-0.42059493,2
1603,5.716234,18.006077,13.990273,3
1604,-11.269486,-14.925543,14.539962,4
1605,-12.616916,23.60373,-3.8419087,0
1606,-16.021633,24.300972,6.519392,0
1607,27.632706,-13.816942,2.3073428,1
1608,-0.9323788,-28.269104,14.822114,7
1609,24.739124,13.227503,-6.482694,2
1610,5.2191052,-11.24256,-13.740991,9
1611,-1.4837072,21.534208,15.101887,3
1612,5.893499,-16.842562,-6.7820315,9
1613,-16.73485,-26.025732,-11.240468,4
1614,16.644224,11.951206,2.872465,2
1615,-13.981671,5.082661,0.6174954,5
1616,-1.3618335,-2.4679556,12.463786,8
1617,-11.937521,1.0392269,-26.443628,6
1618,12.635594,-13.042438,4.7367854,7
1619,5.292092,-30.076784,1.2035301,7
1620,-17.499016,-13.381307,14.165825,9
1621,8.92047,-0.57059896,0.3297293,8
1622,-15.735657,-13.403823,14.172456,9
1623,2.2062907,-13.241904,-0.2484568,9
1624,4.684539,18.968718,-9.653454,2
1625,-18.11437,26.44316,-2.7904348,0
1626,-21.844223,23.405178,5.7861824,0
1627,21.127146,-13.526282,-9.056764,1
1628,-20.922691,-24.757923,-1.4712073,4
1629,20.037031,19.019142,-9.127709,2
1630,-22.491417,-24.099014,-7.437975,4
1631,-1.6932082,22.002878,18.802546,3
1632,-11.621149,-15.837172,12.335973,9
1633,-17.044306,-26.372393,-11.369468,4
1634,8.2926,19.442858,19.969755,3
1635,-7.426265,1.974884,-2.1011715,5
1636,12.233199,-25.127985,6.067322,7
1637,-12.362668,7.564051,-19.00826,6
1638,-8.467666,1.5804415,0.2506674,5
1639,14.647721,-26.37103,2.8182988,7
1640,28.421276,-5.9747286,8.018354,1
1641,6.4197683,-3.4819975,2.3217897,8
1642,-5.6685905,10.008244,-18.667645,6
1643,-5.7408476,-13.753609,-2.111753,9
1644,4.8734026,7.41105,29.854177,3
1645,-20.286282,30.866179,-0.6645466,0
1646,-26.542898,-18.528988,-3.55586,4
1647,30.84396,2.2939541,-7.526359,1
1648,17.42576,19.096737,2.9645865,2
1649,20.124601,19.3524,-8.978586,2
1650,-19.75346,2.4588897,12.918604,5
1651,-2.9680674,21.622639,10.113107,3
1652,1.0630895,-33.905895,14.253828,7
1653,-20.830633,-17.00092,-12.879615,4
1654,27.541409,-4.6696115,15.622586,1
1655,10.677155,-34.350353,5.365278,7
1656,17.235884,-18.68469,5.626271,7
1657,12.07447,0.3765997,5.92234,8
1658,28.2397,-8.006369,-2.8662364,1
1659,2.4718108,-15.612633,-4.557862,9
1660,22.6914,19.143747,3.4200902,2
1661,-1.0052567,25.31596,10.427447,3
1662,7.471562,11.396421,-22.026049,2
1663,-16.445024,-25.584944,-10.830671,4
1664,-20.773521,21.529287,-9.267375,0
1665,26.516766,1.3119042,-11.991088,1
1666,8.324138,-7.1230607,16.387716,8
1667,-8.079523,-21.514093,-14.333534,4
1668,11.464368,17.17169,17.043816,3
1669,-10.417851,2.443086,-23.437143,6
1670,-12.697583,7.067316,18.918873,5
1671,-6.8328137,-0.05744082,-27.487612,6
1672,-28.805109,-19.129868,0.18482943,4
1673,12.221174,-29.790989,5.552506,7
1674,-16.130869,29.633844,6.305698,9
1675,2.516437,14.315252,18.543972,3
1676,20.72923,0.94746816,21.401604,1
1677,4.7037573,17.48828,21.626547,3
1678,-15.403947,24.739517,-8.519758,0
1679,5.7147965,21.231894,-12.179683,2
1680,22.017012,-13.904385,-6.570073,1
1681,21.686016,-13.699642,-7.0089035,1
1682,-18.426088,26.750505,8.454315,0
1683,-7.8501368,-8.099923,-7.860801,9
1684,-13.166304,-12.430517,7.299675,9
1685,-25.29307,-18.239468,-11.663519,4
1686,-0.5904727,-0.23418373,-24.720438,6
1687,7.388013,-28.473944,0.17733936,7
1688,-23.640463,2.7978284,-5.3388505,6
1689,3.0870304,22.988615,15.455122,3
1690,-5.246113,2.3024936,3.299236,5
1691,-13.712456,5.333685,0.4276607,5
1692,-20.017504,-19.179966,-2.3573265,4
1693,-16.081804,-21.10833,-10.197561,4
1694,-11.286513,-1.6615583,-16.516403,6
1695,-8.799764,-9.215942,1.223207,9
1696,23.443247,-0.67809963,20.180964,1
1697,27.66643,-10.31458,-4.5872397,1
1698,1.2632135,10.480516,22.972237,3
1699,31.25565,2.7777557,-3.8958232,1
1700,24.77757,-7.1617203,13.3594475,1
1701,-17.935755,22.19476,-3.7632706,0
1702,-11.3344345,-2.017163,4.628944,5
1703,25.487011,-13.763681,-5.651434,1
1704,-4.897001,-22.141985,-8.388625,4
1705,-15.197299,-25.855967,-7.668253,4
1706,-13.025031,3.6557424,-19.402258,6
1707,-11.196859,6.4690175,-19.45492,6
1708,-13.355209,4.438439,-13.017275,6
1709,-12.679436,20.29585,-2.0927885,0
1710,24.593279,-4.516286,17.185741,1
1711,22.663267,15.610288,-8.542039,2
1712,-10.606943,21.778053,-7.745743,0
1713,10.05704,-4.622702,2.209283,8
1714,14.641126,12.562103,-1.4074128,2
1715,6.235626,19.767859,-11.197192,2
1716,31.313856,-4.5256705,15.778283,1
1717,31.038885,2.2453785,-7.1360326,1
1718,3.072425,27.534706,19.962152,3
1719,6.2094197,-32.362564,7.8807125,7
1720,-12.406391,-13.863469,4.8782234,9
1721,-13.448253,-2.979986,4.350645,5
1722,13.323807,17.410322,16.942266,3
1723,-22.610159,26.985762,0.2274935,0
1724,3.5289323,26.016582,-17.506458,2
1725,-22.9816,18.833845,-2.108755,0
1726,-18.263159,0.06778062,-23.955643,6
1727,24.462477,16.224033,-3.6411407,2
1728,3.9877024,-17.226587,-4.9967647,9
1729,-25.06743,19.925545,-8.039399,0
1730,16.364346,-25.332014,8.941556,7
1731,-12.525428,7.6120467,-19.128914,6
1732,-15.458592,-10.409688,10.494005,9
1733,-8.248732,-14.57955,2.909565,9
1734,29.335531,-5.6448956,-2.9181745,1
1735,17.015463,17.746344,-2.2172747,2
1736,-5.3979197,-19.395603,-4.1123877,9
1737,0.19052903,26.817562,17.318848,3
1738,-17.88508,-18.03676,-7.9402776,4
1739,7.6690807,-24.946901,3.3250656,7
1740,-16.263748,-16.352432,10.392646,9
1741,-3.6843314,3.190192,-28.27987,6
1742,-18.873158,19.167648,4.696108,0
1743,-8.849453,-14.613659,2.9316206,9
1744,-20.254675,-25.525454,4.372574,4
1745,7.1839275,0.45296326,2.5606217,8
1746,9.002161,-24.554087,3.675195,7
1747,6.416016,-28.308819,0.31807476,7
1748,-10.682772,-9.954623,10.195018,9
1749,10.437589,-2.66157,2.5019593,8
1750,-0.9603045,4.931539,-25.302813,6
1751,-7.8583717,-10.885541,2.329424,9
1752,-14.298687,2.1601908,15.712589,5
1753,22.205688,16.515963,1.8517832,2
1754,11.121364,15.108357,-19.202805,2
1755,23.155006,16.576912,1.3768748,2
1756,5.306239,8.127929,22.689909,3
1757,-7.482545,-9.422936,5.3013773,9
1758,11.086175,4.0334606,-4.9154544,8
1759,5.810468,-1.5095105,-3.1337976,8
1760,12.055385,3.0852997,13.6240835,8
1761,-10.343038,6.635864,-28.949131,6
1762,-15.828163,-17.971775,-7.795571,4
1763,-8.986484,-17.576103,-15.616368,4
1764,-24.994732,-16.35079,-3.7223914,4
1765,-9.297045,-24.122498,-14.751013,4
1766,11.182408,27.907326,-11.314328,2
1767,-10.907923,-19.07062,-16.12167,4
1768,-22.898785,4.161511,-17.868704,6
1769,-19.709366,22.745077,-2.1629655,0
1770,16.147917,-26.899889,6.774194,7
1771,-23.916033,22.791676,-2.029761,0
1772,8.547063,-16.119957,8.748347,7
1773,14.610634,-1.4336615,7.4012294,8
1774,9.572586,27.986172,-12.874367,2
1775,-21.802969,26.588314,-4.731558,0
1776,7.079521,2.6367419,-2.9531138,8
1777,11.210966,-2.7993295,2.9415708,8
1778,-2.1786554,17.893387,19.073944,3
1779,-4.8996005,1.4938965,-22.584192,6
1780,7.4974236,-2.9942093,10.509101,8
1781,-12.913497,4.3767977,-23.079044,6
1782,-23.59449,3.8102553,-10.579172,6
1783,6.848186,3.0049734,4.75554,8
1784,-0.41706598,6.757111,-17.616581,6
1785,-8.826886,3.2656786,-4.7342134,5
1786,27.68101,4.047291,18.600132,1
1787,28.02871,-1.0007294,-8.743093,1
1788,7.4853735,-6.6129355,11.631239,8
1789,14.248202,-32.11177,2.025832,7
1790,-0.071985796,-2.027103,19.662453,8
1791,4.412419,20.529648,13.205979,3
1792,-13.763743,-1.4078144,-13.083481,6
1793,4.6122737,-4.7807145,2.27294,8
1794,-13.128888,-11.838715,7.926507,9
1795,-10.999409,2.085224,-4.3100133,5
1796,-9.768587,18.316864,-3.0800757,0
1797,-20.682888,24.887363,-10.151031,0
1798,-23.27181,17.58866,0.56342345,0
1799,5.6958942,21.479515,12.789965,3
1800,12.002306,24.656351,-8.756197,2
1801,-0.092453636,3.5231388,-21.616484,6
1802,-18.11474,-2.6639829,-18.165209,6
1803,14.269414,-32.518135,1.3529755,7
1804,6.2739286,-1.8826959,1.2920045,8
1805,5.7435184,22.002804,13.398022,3
1806,-17.978642,-0.10962307,1.4136003,5
1807,28.41699,-8.441303,-5.646701,1
1808,-15.62147,-21.614485,0.13322647,4
1809,1.6884924,11.550876,22.701965,3
1810,-5.8348823,2.5827053,-2.8732123,5
1811,-5.047379,-11.774931,-2.1767163,9
1812,18.394781,-1.2651496,17.781887,4
1813,-10.411149,4.342587,-3.7910607,5
1814,-6.738162,28.441467,-13.201327,4
1815,21.22882,-1.21252,-17.774359,1
1816,30.585468,-10.509474,13.619661,1
1817,-13.826225,1.4080637,-2.0978246,5
1818,-7.1933794,-19.735638,-14.50996,4
1819,-20.445581,25.815271,-3.4822655,0
1820,-13.69059,-13.515948,12.729596,9
1821,20.246408,-21.931028,-1.8362331,7
1822,29.278133,1.0457492,10.93563,1
1823,18.061388,19.617058,-0.18910022,2
1824,-20.280853,8.737649,18.039213,5
1825,7.8921013,-33.559376,7.802662,7
1826,-17.274593,-18.863693,12.757654,9
1827,-19.263325,-16.501848,-16.137775,4
1828,-17.883165,20.515196,-12.909782,0
1829,8.648112,21.93892,12.917278,3
1830,-18.296038,0.12411421,-23.523726,6
1831,26.65844,-3.7233167,-11.280889,1
1832,16.283781,-19.788038,5.96068,7
1833,15.015685,-30.742949,-1.245931,7
1834,-13.035916,1.4400724,3.9826975,5
1835,-0.83971655,4.8382053,-21.781652,6
1836,6.6911607,13.378917,27.125555,3
1837,-16.42773,27.152454,2.553572,0
1838,25.958494,0.09631286,18.000526,1
1839,21.290182,-3.5600548,3.6875355,1
1840,-28.8424,-20.48446,0.063562416,4
1841,19.635626,12.716555,-15.278349,2
1842,-19.845715,-21.828018,1.4462993,4
1843,1.874032,10.749999,15.277458,3
1844,-18.193108,8.378864,-18.479628,6
1845,-24.362328,-16.834005,-12.140279,4
1846,19.525816,-19.880133,-3.0962543,7
1847,-15.062555,3.0015144,10.235032,5
1848,14.728841,-25.525747,4.928789,7
1849,-17.305752,0.30143398,-20.92412,6
1850,-9.293682,-21.490583,2.6067743,9
1851,1.6295328,-31.376562,11.982466,7
1852,17.209723,9.933161,-15.711223,2
1853,6.837151,-1.1021935,9.929264,8
1854,-12.066739,-18.787922,-3.4620361,4
1855,-12.377655,-19.285078,9.655056,9
1856,1.3345579,2.1919963,8.600179,8
1857,-17.810684,20.624136,-5.2273026,0
1858,7.4945817,-29.907433,15.34041,7
1859,23.721136,-1.320399,0.44726896,1
1860,17.440601,0.2204109,-17.351906,1
1861,18.315493,10.624356,-13.942223,2
1862,5.8968167,16.090418,28.0753,3
1863,-0.35342556,3.1242962,24.783337,3
1864,-14.057889,7.7791295,6.443943,5
1865,-18.644663,-27.208164,-7.2893386,4
1866,-8.506129,-2.6363354,-23.042088,6
1867,-12.54328,1.2174077,-4.595782,5
1868,-21.063097,28.533337,1.0751039,0
1869,-11.036941,2.2656322,-19.659552,6
1870,-0.15191856,27.787733,16.859715,3
1871,2.5918665,-32.582027,7.5296936,7
1872,2.4326665,12.634724,17.458546,3
1873,5.5231733,-1.0446564,-5.5461903,8
1874,22.543781,13.402883,-5.9168096,2
1875,6.417635,-15.509077,-17.00276,9
1876,-24.345968,17.996952,-9.91004,0
1877,-9.614019,20.23089,-1.1082767,0
1878,-12.245578,-20.954638,6.982596,9
1879,20.896368,-4.762603,1.8539734,1
1880,25.244831,15.217457,-9.810979,2
1881,16.459,10.957586,-15.702281,2
1882,-12.73264,-13.735918,4.458516,9
1883,-1.052883,12.065414,19.052933,3
1884,-11.538644,-11.707349,8.673958,9
1885,-20.71495,-20.150074,-10.883905,4
1886,-24.202116,2.074428,-13.961262,6
1887,-9.350652,1.688519,16.06721,5
1888,7.640647,11.30452,-21.636251,2
1889,2.7740355,4.880566,-23.330366,6
1890,-5.0525074,4.576616,-20.643858,6
1891,12.522045,-26.035772,-0.36098614,7
1892,-21.319921,0.34054947,-11.098257,6
1893,7.5832376,2.154011,-1.4319935,8
1894,20.015043,19.36012,-8.966606,2
1895,1.8664192,-16.76692,-10.318586,9
1896,8.994615,20.235714,-18.011988,2
1897,-12.553277,22.573473,-3.3899975,0
1898,-7.408218,-7.2073817,-18.0925,6
1899,9.769845,-21.992922,3.2874978,7
1900,23.533398,17.958643,2.713902,2
1901,10.572917,-7.1777096,1.9429849,8
1902,-2.0193546,-0.36022913,-23.112206,6
1903,-2.297763,-17.174004,1.2419916,9
1904,-4.1447396,19.610332,-1.2219398,0
1905,0.46114266,-16.566833,0.12698923,9
1906,1.2077165,2.9066699,-27.67759,6
1907,-11.438671,25.809412,-3.5177274,0
1908,-0.48250696,27.231455,14.533463,3
1909,18.471203,-4.3871827,-7.249232,1
1910,26.399858,-6.8178067,6.577369,1
1911,-17.59484,-25.997856,-8.750676,4
1912,-12.711976,-16.850965,16.988873,9
1913,-11.453961,13.081598,15.441333,5
1914,9.242151,4.224888,15.194864,8
1915,20.526152,-4.5671253,-13.728331,1
1916,-19.144897,20.786467,-15.634194,0
1917,2.53384,4.6598763,-22.814846,6
1918,-23.323523,-2.783376,-13.049772,6
1919,13.8873,-25.198997,1.4508705,7
1920,14.080291,13.648509,-3.6358075,2
1921,1.3634593,25.331661,14.536649,3
1922,-21.171535,-19.778515,-6.236365,4
1923,2.8364406,23.149872,-16.032011,2
1924,5.881279,11.864278,11.194373,3
1925,-5.3241677,-11.005547,3.9151533,9
1926,-19.252037,16.911472,0.019037383,0
1927,-11.358193,22.5698,-3.7796752,0
1928,-12.088018,-25.013012,-4.6973424,4
1929,-11.499562,10.694882,15.809218,5
1930,-18.440119,22.428404,-7.7553253,0
1931,-1.0309191,5.3945723,-27.008621,6
1932,-27.470745,-23.733223,-1.9597471,4
1933,11.798651,-27.355059,-1.6092638,7
1934,-19.360525,-17.506975,-2.7863855,4
1935,-0.011404535,22.907734,9.239224,3
1936,28.047556,-8.915768,5.5321856,1
1937,1.1677402,-19.443577,-7.7773767,9
1938,13.0625515,20.032661,18.026907,3
1939,-4.6880865,-19.04977,-2.3733175,9
1940,-9.432527,-22.442574,14.793448,9
1941,-0.25100434,25.218899,14.219982,3
1942,28.107782,4.3055444,9.700323,1
1943,11.418608,-2.95044,10.109801,8
1944,12.280327,-15.143414,2.8570719,7
1945,24.894728,-8.132794,5.112573,1
1946,5.675006,-27.825758,18.733461,7
1947,19.527206,9.764819,-8.239763,2
1948,2.9914787,-10.164991,19.4539,8
1949,-2.8618622,-17.674599,1.2834951,9
1950,-10.010496,-15.8795185,19.270868,9
1951,-5.4674177,1.1296277,-25.083439,6
1952,6.2079,25.912178,-12.30495,2
1953,9.967687,-26.403246,5.6674705,7
1954,18.507547,16.923403,-11.822138,2
1955,-13.209419,10.797261,11.6924,5
1956,-13.071106,29.25069,-11.314941,0
1957,-12.167633,-1.780896,-25.858496,6
1958,9.557288,-21.746231,11.409867,7
1959,5.594347,9.892595,20.172895,3
1960,-12.929723,-12.043007,8.168466,9
1961,-12.48364,1.9640092,20.206245,5
1962,-14.396983,-18.589449,7.580155,9
1963,-13.112524,20.877094,-9.30406,0
1964,7.9501085,2.6604145,17.07,8
1965,-11.842924,4.5713987,2.8526075,5
1966,5.7748413,-2.0709746,19.651821,8
1967,-15.731977,-22.042744,-13.69367,4
1968,3.6238263,-22.609175,12.195248,9
1969,-10.536818,19.06593,-6.6045814,0
1970,-7.826975,2.000966,-3.2919328,5
1971,1.3510435,18.750061,9.762141,3
1972,12.900397,23.83697,-10.04622,2
1973,-15.888954,-16.92851,-7.7439904,4
1974,-2.8990102,-1.9531726,18.914976,8
1975,5.668523,-20.492004,3.490551,7
1976,-26.113857,-20.207687,-10.935242,4
1977,24.47059,-9.788374,-2.0010033,1
1978,-16.070608,8.142971,7.8045645,5
1979,-23.204573,-21.178598,-6.3639455,4
1980,-23.872133,4.027437,-18.810497,6
1981,-3.65363,26.246973,12.919581,3
1982,3.5769095,-26.596432,9.061907,7
1983,3.0964186,-31.011463,5.322464,7
1984,-13.999432,-18.142052,11.263452,9
1985,-8.143707,-0.74625707,-22.913712,6
1986,-7.9055114,7.761194,-20.262373,6
